Block,Date,Aggregated Category,Line Item,Value
DEU,2/20/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),29182.82576
DEU,2/20/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),372971.5083
DEU,2/20/2020,Total Interest rates ,Total Interest rates ,35900176.06
DEU,2/20/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,49377.71938
DEU,2/20/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-1479.218533
DEU,2/20/2020,Time,Time,191626.2999
DEU,2/20/2020,Other Cross Effects,Other Cross Effects,6401.66679
DEU,2/20/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-245822.0827
DEU,2/20/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-1874.738723
DEU,2/20/2020,Total Capital Markets Impact,Total Capital Markets Impact,45578901.32
DEU,2/20/2020,Other,Other,-0.001053095
DEU,2/20/2020,EOP Hedge Target Value,EOP Hedge Target Value,1156948943
DEU,2/25/2020,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,1256771714
DEU,2/25/2020,BOP Hedge Target Value,PA BOP Run,0
DEU,2/25/2020,Equity Delta,EuroStoxx,1814437.017
DEU,2/25/2020,Equity Delta,S&P 500,3457950.408
DEU,2/25/2020,Equity Delta,NKY INDEX,-184.29158
DEU,2/25/2020,Equity Delta,FTSE 100,744656.9631
DEU,2/25/2020,Equity Delta,SMI INDEX,-116.8477365
DEU,2/25/2020,Equity Delta,Topix Index,0
DEU,2/25/2020,Capped Volatility Delta,CVF Funds,15134646.4
DEU,2/25/2020,Bond Delta,Domestic Bonds,-23625.79225
DEU,2/25/2020,Bond Delta,Foreign Bonds,0
DEU,2/25/2020,FX Delta,FX Delta,-125144.2982
DEU,2/25/2020,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,16203.26511
DEU,2/25/2020,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,61090.02801
DEU,2/25/2020,Other Gamma: Assumed,Other Gamma: Assumed,-318.6621189
DEU,2/25/2020,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,1438.904814
DEU,2/25/2020,Total Equity,Total Equity,21081033.09
DEU,2/25/2020,Spot Rho: Assumed,Spot Rho: Assumed,11807076.66
DEU,2/25/2020,Rho: Assumed,Rho: Assumed,12209815.1
DEU,2/25/2020,Rho Basis,Rho Basis,402738.4402
DEU,2/25/2020,Rates Convexity: Assumed ,Rates Convexity: Assumed ,17659.03166
DEU,2/25/2020,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),6743.984049
DEU,2/25/2020,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-125214.7263
DEU,2/25/2020,Total Interest rates ,Total Interest rates ,12109003.39
DEU,2/25/2020,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,38426.31842
DEU,2/25/2020,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-211.193027
DEU,2/25/2020,Time,Time,210177.0949
DEU,2/25/2020,Other Cross Effects,Other Cross Effects,1473.536415
DEU,2/25/2020,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,253155.0834
DEU,2/25/2020,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,1791.175063
DEU,2/25/2020,Total Capital Markets Impact,Total Capital Markets Impact,33694848.49
DEU,2/25/2020,Other,Other,-0.001554012
DEU,2/25/2020,EOP Hedge Target Value,EOP Hedge Target Value,1290466562
UK,12/16/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,105875490.2
UK,12/16/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/16/2019,Equity Delta,EuroStoxx,0
UK,12/16/2019,Equity Delta,S&P 500,0
UK,12/16/2019,Equity Delta,NKY INDEX,0
UK,12/16/2019,Equity Delta,FTSE 100,-458.5372659
UK,12/16/2019,Equity Delta,SMI INDEX,0
UK,12/16/2019,Equity Delta,Topix Index,0
UK,12/16/2019,Capped Volatility Delta,CVF Funds,-1275868.347
UK,12/16/2019,Bond Delta,Domestic Bonds,1.854785004
UK,12/16/2019,Bond Delta,Foreign Bonds,0
UK,12/16/2019,FX Delta,FX Delta,0
UK,12/16/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8917.059526
UK,12/16/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,10820.75251
UK,12/16/2019,Other Gamma: Assumed,Other Gamma: Assumed,2.41966E-06
UK,12/16/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,604.2908967
UK,12/16/2019,Total Equity,Total Equity,-1255982.927
UK,12/16/2019,Spot Rho: Assumed,Spot Rho: Assumed,-2014179.295
UK,12/16/2019,Rho: Assumed,Rho: Assumed,-2002745.442
UK,12/16/2019,Rho Basis,Rho Basis,11433.85312
UK,12/16/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,11488.33213
UK,12/16/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-196.4989134
UK,12/16/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-63717.25183
UK,12/16/2019,Total Interest rates ,Total Interest rates ,-2055170.86
UK,12/16/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,3673.406906
UK,12/16/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-328.8959203
UK,12/16/2019,Time,Time,-27762.66022
UK,12/16/2019,Other Cross Effects,Other Cross Effects,744.76865
UK,12/16/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-28051.04997
UK,12/16/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,1010.761857
UK,12/16/2019,Total Capital Markets Impact,Total Capital Markets Impact,-3361867.456
UK,12/16/2019,Other,Other,34.702907
UK,12/16/2019,EOP Hedge Target Value,EOP Hedge Target Value,102513657.4
UK,12/17/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,102197672.3
UK,12/17/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/17/2019,Equity Delta,EuroStoxx,0
UK,12/17/2019,Equity Delta,S&P 500,0
UK,12/17/2019,Equity Delta,NKY INDEX,0
UK,12/17/2019,Equity Delta,FTSE 100,-2.63978788
UK,12/17/2019,Equity Delta,SMI INDEX,0
UK,12/17/2019,Equity Delta,Topix Index,0
UK,12/17/2019,Capped Volatility Delta,CVF Funds,-110469.935
UK,12/17/2019,Bond Delta,Domestic Bonds,0.620372091
UK,12/17/2019,Bond Delta,Foreign Bonds,0
UK,12/17/2019,FX Delta,FX Delta,0
UK,12/17/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8912.064746
UK,12/17/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8732.536285
UK,12/17/2019,Other Gamma: Assumed,Other Gamma: Assumed,8.34339E-08
UK,12/17/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,126.691835
UK,12/17/2019,Total Equity,Total Equity,-110165.7341
UK,12/17/2019,Spot Rho: Assumed,Spot Rho: Assumed,2846341.438
UK,12/17/2019,Rho: Assumed,Rho: Assumed,2802837.841
UK,12/17/2019,Rho Basis,Rho Basis,-43503.59758
UK,12/17/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,23306.96771
UK,12/17/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),419.6935055
UK,12/17/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),27410.23615
UK,12/17/2019,Total Interest rates ,Total Interest rates ,2853974.738
UK,12/17/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-632.974536
UK,12/17/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-8.888297988
UK,12/17/2019,Time,Time,-9555.18272
UK,12/17/2019,Other Cross Effects,Other Cross Effects,-260.787916
UK,12/17/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-17111.23063
UK,12/17/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-9.365328773
UK,12/17/2019,Total Capital Markets Impact,Total Capital Markets Impact,2716230.574
UK,12/17/2019,Other,Other,0.000351995
UK,12/17/2019,EOP Hedge Target Value,EOP Hedge Target Value,104913902.9
UK,12/18/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,104913902.9
UK,12/18/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/18/2019,Equity Delta,EuroStoxx,0
UK,12/18/2019,Equity Delta,S&P 500,0
UK,12/18/2019,Equity Delta,NKY INDEX,0
UK,12/18/2019,Equity Delta,FTSE 100,-6.616606946
UK,12/18/2019,Equity Delta,SMI INDEX,0
UK,12/18/2019,Equity Delta,Topix Index,0
UK,12/18/2019,Capped Volatility Delta,CVF Funds,180984.3296
UK,12/18/2019,Bond Delta,Domestic Bonds,0.592218231
UK,12/18/2019,Bond Delta,Foreign Bonds,0
UK,12/18/2019,FX Delta,FX Delta,0
UK,12/18/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8953.321085
UK,12/18/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8557.588589
UK,12/18/2019,Other Gamma: Assumed,Other Gamma: Assumed,-1.07079E-07
UK,12/18/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-331.0274069
UK,12/18/2019,Total Equity,Total Equity,181043.0103
UK,12/18/2019,Spot Rho: Assumed,Spot Rho: Assumed,-228141.8089
UK,12/18/2019,Rho: Assumed,Rho: Assumed,-218151.9237
UK,12/18/2019,Rho Basis,Rho Basis,9989.885175
UK,12/18/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,184.6985648
UK,12/18/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),32.39038424
UK,12/18/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),1874.363046
UK,12/18/2019,Total Interest rates ,Total Interest rates ,-216060.4717
UK,12/18/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-40.95966984
UK,12/18/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-18.97039316
UK,12/18/2019,Time,Time,-11515.59817
UK,12/18/2019,Other Cross Effects,Other Cross Effects,-111.959031
UK,12/18/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,25903.50157
UK,12/18/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,125.5080952
UK,12/18/2019,Total Capital Markets Impact,Total Capital Markets Impact,-20675.93902
UK,12/18/2019,Other,Other,-8.90046E-05
UK,12/18/2019,EOP Hedge Target Value,EOP Hedge Target Value,104893227
UK,12/19/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,104893227
UK,12/19/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/19/2019,Equity Delta,EuroStoxx,0
UK,12/19/2019,Equity Delta,S&P 500,0
UK,12/19/2019,Equity Delta,NKY INDEX,0
UK,12/19/2019,Equity Delta,FTSE 100,-14.51246987
UK,12/19/2019,Equity Delta,SMI INDEX,0
UK,12/19/2019,Equity Delta,Topix Index,0
UK,12/19/2019,Capped Volatility Delta,CVF Funds,-163029.9737
UK,12/19/2019,Bond Delta,Domestic Bonds,0.587229935
UK,12/19/2019,Bond Delta,Foreign Bonds,0
UK,12/19/2019,FX Delta,FX Delta,0
UK,12/19/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,9059.368267
UK,12/19/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8711.551414
UK,12/19/2019,Other Gamma: Assumed,Other Gamma: Assumed,2.34235E-08
UK,12/19/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,313.1632019
UK,12/19/2019,Total Equity,Total Equity,-162382.9189
UK,12/19/2019,Spot Rho: Assumed,Spot Rho: Assumed,-706302.3981
UK,12/19/2019,Rho: Assumed,Rho: Assumed,-700205.9638
UK,12/19/2019,Rho Basis,Rho Basis,6096.434306
UK,12/19/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,1426.912554
UK,12/19/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-57.97404423
UK,12/19/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-14281.58944
UK,12/19/2019,Total Interest rates ,Total Interest rates ,-713118.6147
UK,12/19/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,247.598782
UK,12/19/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-107.29383
UK,12/19/2019,Time,Time,-12258.34792
UK,12/19/2019,Other Cross Effects,Other Cross Effects,-20.611814
UK,12/19/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,19557.19547
UK,12/19/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-79.82001773
UK,12/19/2019,Total Capital Markets Impact,Total Capital Markets Impact,-868162.813
UK,12/19/2019,Other,Other,-0.000540003
UK,12/19/2019,EOP Hedge Target Value,EOP Hedge Target Value,104025064.2
UK,12/20/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,104025064.2
UK,12/20/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/20/2019,Equity Delta,EuroStoxx,0
UK,12/20/2019,Equity Delta,S&P 500,0
UK,12/20/2019,Equity Delta,NKY INDEX,0
UK,12/20/2019,Equity Delta,FTSE 100,-3.693557651
UK,12/20/2019,Equity Delta,SMI INDEX,0
UK,12/20/2019,Equity Delta,Topix Index,0
UK,12/20/2019,Capped Volatility Delta,CVF Funds,-507384.9922
UK,12/20/2019,Bond Delta,Domestic Bonds,0.597147788
UK,12/20/2019,Bond Delta,Foreign Bonds,0
UK,12/20/2019,FX Delta,FX Delta,0
UK,12/20/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,9144.83109
UK,12/20/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-5833.902004
UK,12/20/2019,Other Gamma: Assumed,Other Gamma: Assumed,1.64857E-07
UK,12/20/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,3301.503123
UK,12/20/2019,Total Equity,Total Equity,-500775.6564
UK,12/20/2019,Spot Rho: Assumed,Spot Rho: Assumed,458548.9985
UK,12/20/2019,Rho: Assumed,Rho: Assumed,460201.2086
UK,12/20/2019,Rho Basis,Rho Basis,1652.210148
UK,12/20/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,608.8626183
UK,12/20/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),-2.568761869
UK,12/20/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),-75166.07798
UK,12/20/2019,Total Interest rates ,Total Interest rates ,385641.4245
UK,12/20/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-101.9532638
UK,12/20/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,25.64889685
UK,12/20/2019,Time,Time,-15343.48193
UK,12/20/2019,Other Cross Effects,Other Cross Effects,28.428118
UK,12/20/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-41491.23275
UK,12/20/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,367.7481707
UK,12/20/2019,Total Capital Markets Impact,Total Capital Markets Impact,-171649.0747
UK,12/20/2019,Other,Other,0.981401011
UK,12/20/2019,EOP Hedge Target Value,EOP Hedge Target Value,103853416.1
UK,12/23/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,103853416.1
UK,12/23/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/23/2019,Equity Delta,EuroStoxx,0
UK,12/23/2019,Equity Delta,S&P 500,0
UK,12/23/2019,Equity Delta,NKY INDEX,0
UK,12/23/2019,Equity Delta,FTSE 100,-17.66474922
UK,12/23/2019,Equity Delta,SMI INDEX,0
UK,12/23/2019,Equity Delta,Topix Index,0
UK,12/23/2019,Capped Volatility Delta,CVF Funds,-134466.5273
UK,12/23/2019,Bond Delta,Domestic Bonds,1.818726605
UK,12/23/2019,Bond Delta,Foreign Bonds,0
UK,12/23/2019,FX Delta,FX Delta,0
UK,12/23/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8565.760388
UK,12/23/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8298.6629
UK,12/23/2019,Other Gamma: Assumed,Other Gamma: Assumed,6.74572E-08
UK,12/23/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-48.23302324
UK,12/23/2019,Total Equity,Total Equity,-134263.5088
UK,12/23/2019,Spot Rho: Assumed,Spot Rho: Assumed,-523566.7185
UK,12/23/2019,Rho: Assumed,Rho: Assumed,-532600.201
UK,12/23/2019,Rho Basis,Rho Basis,-9033.482518
UK,12/23/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,814.7927977
UK,12/23/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),45.28602331
UK,12/23/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),90628.64985
UK,12/23/2019,Total Interest rates ,Total Interest rates ,-441111.4723
UK,12/23/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,102.0696377
UK,12/23/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,-151.1344097
UK,12/23/2019,Time,Time,-32956.79303
UK,12/23/2019,Other Cross Effects,Other Cross Effects,200.853869
UK,12/23/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,39914.58031
UK,12/23/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-20.91508037
UK,12/23/2019,Total Capital Markets Impact,Total Capital Markets Impact,-568286.3199
UK,12/23/2019,Other,Other,0.589942008
UK,12/23/2019,EOP Hedge Target Value,EOP Hedge Target Value,103285130.3
UK,12/24/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,103007843.7
UK,12/24/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/24/2019,Equity Delta,EuroStoxx,0
UK,12/24/2019,Equity Delta,S&P 500,0
UK,12/24/2019,Equity Delta,NKY INDEX,0
UK,12/24/2019,Equity Delta,FTSE 100,-0.146917192
UK,12/24/2019,Equity Delta,SMI INDEX,0
UK,12/24/2019,Equity Delta,Topix Index,0
UK,12/24/2019,Capped Volatility Delta,CVF Funds,-30925.54235
UK,12/24/2019,Bond Delta,Domestic Bonds,0.61139116
UK,12/24/2019,Bond Delta,Foreign Bonds,0
UK,12/24/2019,FX Delta,FX Delta,0
UK,12/24/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8890.494839
UK,12/24/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8871.693406
UK,12/24/2019,Other Gamma: Assumed,Other Gamma: Assumed,-6.07823E-08
UK,12/24/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,-72.85750856
UK,12/24/2019,Total Equity,Total Equity,-30979.13395
UK,12/24/2019,Spot Rho: Assumed,Spot Rho: Assumed,147337.1238
UK,12/24/2019,Rho: Assumed,Rho: Assumed,139549.6879
UK,12/24/2019,Rho Basis,Rho Basis,-7787.435918
UK,12/24/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,82.04233884
UK,12/24/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),12.6583903
UK,12/24/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),44364.48265
UK,12/24/2019,Total Interest rates ,Total Interest rates ,184008.8712
UK,12/24/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,-4.015291084
UK,12/24/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,1.154816084
UK,12/24/2019,Time,Time,-6082.272894
UK,12/24/2019,Other Cross Effects,Other Cross Effects,1.300019
UK,12/24/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-28796.92982
UK,12/24/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-31.97052794
UK,12/24/2019,Total Capital Markets Impact,Total Capital Markets Impact,118117.0036
UK,12/24/2019,Other,Other,0.000728011
UK,12/24/2019,EOP Hedge Target Value,EOP Hedge Target Value,103125960.7
UK,12/25/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,103125960.7
UK,12/25/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/25/2019,Equity Delta,EuroStoxx,0
UK,12/25/2019,Equity Delta,S&P 500,0
UK,12/25/2019,Equity Delta,NKY INDEX,0
UK,12/25/2019,Equity Delta,FTSE 100,0.001695442
UK,12/25/2019,Equity Delta,SMI INDEX,0
UK,12/25/2019,Equity Delta,Topix Index,0
UK,12/25/2019,Capped Volatility Delta,CVF Funds,5804.365826
UK,12/25/2019,Bond Delta,Domestic Bonds,0.615393955
UK,12/25/2019,Bond Delta,Foreign Bonds,0
UK,12/25/2019,FX Delta,FX Delta,0
UK,12/25/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8885.185136
UK,12/25/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8885.058962
UK,12/25/2019,Other Gamma: Assumed,Other Gamma: Assumed,5.92862E-09
UK,12/25/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,25.76219537
UK,12/25/2019,Total Equity,Total Equity,5830.871284
UK,12/25/2019,Spot Rho: Assumed,Spot Rho: Assumed,1584.365775
UK,12/25/2019,Rho: Assumed,Rho: Assumed,1423.12657
UK,12/25/2019,Rho Basis,Rho Basis,-161.2392043
UK,12/25/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,0
UK,12/25/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),0
UK,12/25/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),0
UK,12/25/2019,Total Interest rates ,Total Interest rates ,1423.12657
UK,12/25/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,0
UK,12/25/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,0
UK,12/25/2019,Time,Time,-6385.154574
UK,12/25/2019,Other Cross Effects,Other Cross Effects,-11.677761
UK,12/25/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,7837.846636
UK,12/25/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-23.05961095
UK,12/25/2019,Total Capital Markets Impact,Total Capital Markets Impact,8671.952544
UK,12/25/2019,Other,Other,-4.00841E-06
UK,12/25/2019,EOP Hedge Target Value,EOP Hedge Target Value,103134632.6
UK,12/26/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,103134632.6
UK,12/26/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/26/2019,Equity Delta,EuroStoxx,0
UK,12/26/2019,Equity Delta,S&P 500,0
UK,12/26/2019,Equity Delta,NKY INDEX,0
UK,12/26/2019,Equity Delta,FTSE 100,0.0017171
UK,12/26/2019,Equity Delta,SMI INDEX,0
UK,12/26/2019,Equity Delta,Topix Index,0
UK,12/26/2019,Capped Volatility Delta,CVF Funds,-189998.4197
UK,12/26/2019,Bond Delta,Domestic Bonds,0.615517701
UK,12/26/2019,Bond Delta,Foreign Bonds,0
UK,12/26/2019,FX Delta,FX Delta,0
UK,12/26/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8887.231789
UK,12/26/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-8411.567751
UK,12/26/2019,Other Gamma: Assumed,Other Gamma: Assumed,-3.23221E-07
UK,12/26/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,382.2710189
UK,12/26/2019,Total Equity,Total Equity,-189139.8674
UK,12/26/2019,Spot Rho: Assumed,Spot Rho: Assumed,1584.365775
UK,12/26/2019,Rho: Assumed,Rho: Assumed,1422.920855
UK,12/26/2019,Rho Basis,Rho Basis,-161.4449192
UK,12/26/2019,Rates Convexity: Assumed ,Rates Convexity: Assumed ,0
UK,12/26/2019,Rates: Realized - Assumed (Key Rates Higher Order),Rates: Realized - Assumed (Key Rates Higher Order),0
UK,12/26/2019,Rates: Realized - Assumed (Remainder),Rates: Realized - Assumed (Remainder),0
UK,12/26/2019,Total Interest rates ,Total Interest rates ,1422.920855
UK,12/26/2019,Equity/Rate Cross Gamma: Assumed,Equity/Rate Cross Gamma: Assumed,0
UK,12/26/2019,Equity/Rate Cross Gamma: Realized - Assumed,Equity/Rate Cross Gamma: Realized - Assumed,0
UK,12/26/2019,Time,Time,-6363.433382
UK,12/26/2019,Other Cross Effects,Other Cross Effects,-37.25824
UK,12/26/2019,CVF Basis Mismatch: Assumed,CVF Basis Mismatch: Assumed,-10047.2798
UK,12/26/2019,CVF Basis Mismatch: Realized - Assumed,CVF Basis Mismatch: Realized - Assumed,-3.730730329
UK,12/26/2019,Total Capital Markets Impact,Total Capital Markets Impact,-204168.6487
UK,12/26/2019,Other,Other,0.000101
UK,12/26/2019,EOP Hedge Target Value,EOP Hedge Target Value,102930464
UK,12/27/2019,Prior Day's Nightly Base OV,Prior Day's Nightly Base OV,102930464
UK,12/27/2019,BOP Hedge Target Value,PA BOP Run,0
UK,12/27/2019,Equity Delta,EuroStoxx,0
UK,12/27/2019,Equity Delta,S&P 500,0
UK,12/27/2019,Equity Delta,NKY INDEX,0
UK,12/27/2019,Equity Delta,FTSE 100,-0.123235406
UK,12/27/2019,Equity Delta,SMI INDEX,0
UK,12/27/2019,Equity Delta,Topix Index,0
UK,12/27/2019,Capped Volatility Delta,CVF Funds,-298221.9788
UK,12/27/2019,Bond Delta,Domestic Bonds,0.615615032
UK,12/27/2019,Bond Delta,Foreign Bonds,0
UK,12/27/2019,FX Delta,FX Delta,0
UK,12/27/2019,Equity and CVF Gamma: Theoretical,Equity and CVF Gamma: Theoretical,8811.344377
UK,12/27/2019,Equity and CVF Gamma: Assumed - Theoretical,Equity and CVF Gamma: Assumed - Theoretical,-7668.516509
UK,12/27/2019,Other Gamma: Assumed,Other Gamma: Assumed,-4.57865E-07
UK,12/27/2019,Total Equity: Realized - Assumed ,Total Equity: Realized - Assumed ,185.9897459
UK,12/27/2019,Total Equity,Total Equity,-296892.6688
